length_chars,length_tokens,num_distinct_tokens,num_capital_chars,num_capital_tokens,num_free,num_digits,label
144,27,23,2,0,0,0,ham
15,3,3,1,0,0,0,ham
63,11,11,3,0,0,0,ham
153,27,27,30,5,0,28,spam
154,32,27,6,0,0,2,ham
64,14,14,1,0,0,0,ham
3,1,1,1,0,0,0,ham
82,17,15,3,0,0,1,ham
35,7,7,1,0,0,0,ham
144,25,21,0,0,0,0,ham
191,40,40,3,0,0,3,ham
22,6,5,1,0,0,0,ham
43,11,10,2,0,0,0,ham
81,18,16,2,0,0,0,ham
146,29,28,105,24,0,1,ham
56,11,11,17,3,0,1,ham
24,6,6,3,0,0,0,ham
69,11,11,10,0,0,0,spam
55,12,12,0,0,0,0,ham
31,7,7,1,0,0,0,ham
140,28,16,4,0,0,1,ham
58,9,9,1,0,0,0,ham
25,5,5,1,0,0,0,ham
28,5,5,0,0,0,0,ham
114,24,24,8,1,0,0,spam
71,16,16,3,0,0,0,ham
74,14,14,1,0,0,0,ham
137,23,23,21,2,0,21,spam
48,9,9,1,0,0,0,ham
25,7,7,2,0,0,1,ham
49,7,7,0,0,0,19,spam
83,19,18,1,0,0,0,ham
44,8,8,3,0,0,0,ham
52,13,12,3,0,0,0,ham
121,27,23,4,0,0,1,ham
8,2,2,1,0,0,0,ham
25,6,6,3,1,0,0,ham
35,8,8,2,0,0,0,ham
9,2,2,1,0,0,0,ham
127,20,20,2,0,0,0,ham
153,30,26,6,1,0,0,ham
30,7,7,23,6,0,0,ham
142,24,22,1,0,0,0,ham
60,12,12,1,0,0,0,ham
54,13,13,1,0,0,0,ham
23,5,5,1,0,0,0,ham
157,28,28,23,2,0,18,spam
26,6,6,1,0,0,0,ham
27,5,5,1,0,0,0,ham
30,7,7,1,0,0,0,ham
71,16,16,1,0,0,0,ham
97,22,22,3,0,0,4,ham
155,32,28,5,0,0,2,ham
39,8,8,1,0,0,0,ham
146,33,26,18,0,0,4,spam
134,27,20,3,0,0,0,ham
46,11,11,2,0,0,0,ham
43,8,8,2,0,0,0,ham
59,15,15,2,0,0,0,ham
69,14,14,5,1,0,0,ham
31,6,6,2,0,0,0,ham
64,10,10,1,0,1,0,ham
175,32,30,24,3,1,13,spam
37,7,7,1,0,0,0,ham
133,28,26,2,0,0,0,ham
48,11,10,3,0,0,0,ham
48,9,9,0,0,0,0,ham
62,12,12,2,0,0,0,ham
103,22,22,0,0,0,0,ham
28,5,5,1,0,0,0,ham
73,14,13,1,0,0,0,ham
156,27,24,32,3,0,23,spam
138,26,25,34,7,0,10,spam
38,8,8,1,0,0,0,ham
47,10,10,3,0,0,0,ham
66,11,10,1,0,0,0,ham
53,9,9,2,0,0,0,ham
47,9,9,1,0,0,1,ham
72,14,14,2,0,1,0,ham
76,17,17,2,0,0,1,ham
27,6,6,1,0,0,0,ham
11,3,3,1,0,0,0,ham
32,8,8,1,0,0,0,ham
159,28,27,22,2,0,18,spam
281,55,42,16,2,0,0,ham
133,31,23,9,1,0,14,spam
45,8,8,4,1,0,0,ham
25,4,4,2,0,0,0,ham
36,7,7,27,7,0,0,ham
28,6,6,1,0,0,0,ham
157,33,24,7,0,0,0,ham
136,26,15,6,0,0,0,ham
157,28,27,22,2,0,18,spam
24,6,6,1,0,0,0,ham
111,22,21,4,0,0,0,ham
269,53,43,8,0,0,2,ham
125,30,27,3,0,0,4,ham
158,37,31,16,2,0,3,ham
32,6,6,2,0,0,0,ham
163,34,27,47,11,0,0,ham
47,11,11,2,0,0,0,ham
155,30,26,10,1,0,0,spam
61,14,13,1,0,0,0,ham
50,11,11,1,0,0,0,ham
149,23,21,23,2,0,0,spam
146,28,25,2,0,0,20,spam
25,6,6,1,0,0,0,ham
29,6,6,1,0,0,0,ham
35,7,7,1,0,0,0,ham
36,10,10,0,0,0,2,ham
71,16,16,2,0,0,0,ham
77,16,16,3,0,0,1,ham
34,7,7,2,0,0,0,ham
55,13,13,2,0,0,0,ham
34,6,6,1,0,0,0,ham
138,29,25,24,6,0,13,spam
22,5,5,1,0,0,0,ham
116,25,22,3,0,0,0,ham
35,7,7,2,0,0,0,ham
26,7,7,1,0,0,0,ham
159,34,33,17,3,0,8,spam
82,18,16,1,0,0,0,ham
38,9,9,1,0,0,0,ham
51,11,11,2,0,0,0,ham
106,22,21,3,0,0,1,ham
39,9,9,2,0,0,0,ham
180,33,23,30,1,0,0,ham
89,18,17,1,0,0,0,ham
42,9,9,1,0,0,0,ham
32,5,4,1,0,0,0,ham
121,26,25,3,0,0,2,ham
295,56,46,8,1,0,0,ham
27,7,7,1,0,0,0,ham
70,15,15,2,0,0,0,ham
30,5,5,0,0,0,0,ham
39,8,8,1,0,0,1,ham
133,28,24,2,0,0,0,ham
147,29,27,11,1,0,10,spam
86,17,16,3,0,0,0,ham
31,6,6,2,0,0,0,ham
72,15,15,2,0,0,0,ham
32,8,7,1,0,0,0,ham
149,28,28,22,2,0,22,spam
49,8,8,2,0,0,0,ham
51,10,10,2,0,0,0,ham
55,12,12,2,0,0,0,ham
164,29,27,7,0,1,19,spam
40,8,8,1,0,0,0,ham
97,23,22,1,0,0,2,ham
46,10,10,1,0,0,0,ham
161,30,28,22,1,0,18,spam
124,19,17,3,0,0,0,ham
74,15,13,2,0,0,0,ham
27,7,7,1,0,0,0,ham
110,23,20,4,0,0,0,ham
22,6,6,2,0,0,1,ham
31,5,5,1,0,0,0,ham
93,18,17,6,0,0,0,ham
155,34,31,14,2,1,18,spam
122,26,23,10,2,0,23,spam
46,8,8,1,0,0,0,ham
27,6,5,1,0,0,0,ham
107,22,19,4,0,0,1,ham
33,6,6,10,1,0,11,spam
126,27,25,12,1,0,11,spam
35,7,7,2,0,0,0,ham
46,10,10,1,0,0,0,ham
72,13,13,1,0,0,0,ham
32,8,8,1,0,0,0,ham
126,23,23,15,2,0,20,spam
137,29,26,2,0,1,0,spam
57,11,11,1,0,0,0,ham
58,13,11,2,0,0,0,ham
22,5,5,2,0,0,0,ham
22,5,5,1,0,0,0,ham
66,15,14,2,0,0,0,ham
155,29,26,26,5,0,12,spam
169,40,32,22,3,0,2,ham
85,16,15,2,0,0,0,ham
148,37,34,7,0,0,4,spam
30,7,7,1,0,0,0,ham
152,31,28,7,1,0,37,spam
25,5,5,1,0,0,0,ham
143,31,29,14,3,1,14,spam
43,10,10,3,0,0,0,ham
32,7,7,1,0,0,0,ham
96,21,20,3,0,0,1,ham
23,4,4,1,0,0,0,ham
41,7,7,1,0,0,1,ham
40,8,8,11,2,0,0,spam
129,28,28,5,0,1,2,ham
14,4,4,0,0,0,0,ham
23,5,5,2,0,0,0,ham
56,10,10,1,0,0,0,ham
37,7,7,2,0,0,0,ham
57,13,13,2,0,0,0,ham
127,26,22,4,0,0,0,ham
43,9,9,2,0,0,0,ham
31,6,6,2,0,0,0,ham
71,17,16,1,0,0,0,ham
59,11,11,4,1,0,0,ham
26,5,5,2,0,0,1,ham
90,16,16,3,0,0,0,ham
156,29,27,31,3,0,22,spam
42,8,8,1,0,0,0,ham
101,22,21,2,0,0,0,ham
86,13,13,11,1,0,11,spam
55,11,11,2,0,0,0,ham
110,23,20,3,0,0,0,ham
84,15,14,15,2,0,0,ham
70,18,16,3,0,1,0,ham
156,31,28,3,0,0,0,ham
38,9,9,2,0,0,0,ham
32,8,7,1,0,0,0,ham
80,14,13,1,0,0,0,ham
96,20,19,4,0,0,1,ham
130,29,23,2,0,0,0,spam
131,26,25,5,0,0,0,ham
40,9,9,2,0,1,0,ham
166,33,31,3,0,0,0,ham
62,13,12,2,0,1,0,ham
44,10,10,2,0,0,0,ham
48,9,8,2,0,0,0,ham
134,29,23,6,0,0,0,ham
71,17,16,3,0,0,0,ham
49,11,10,3,0,0,0,ham
88,20,18,2,0,0,1,ham
84,16,16,2,0,0,0,ham
84,19,18,4,1,0,0,spam
46,8,8,1,0,0,0,ham
142,29,28,6,1,0,10,spam
149,27,24,3,0,0,1,ham
31,7,7,1,0,0,0,ham
75,16,16,2,0,0,1,ham
119,26,24,15,2,0,0,ham
97,18,18,8,1,0,0,ham
51,10,9,2,0,0,0,ham
25,5,5,2,0,0,0,ham
174,35,31,4,0,0,0,ham
33,7,7,1,0,0,0,ham
24,6,6,2,0,0,0,ham
103,21,20,3,0,0,1,ham
56,12,12,2,0,0,3,ham
35,6,6,1,0,0,0,ham
45,10,10,35,10,0,0,ham
159,28,27,21,2,0,22,spam
146,28,26,19,2,0,8,spam
29,7,7,0,0,0,2,ham
136,26,24,17,4,0,14,spam
45,8,8,2,0,0,0,ham
32,7,7,2,0,0,0,ham
90,16,15,3,0,0,0,ham
16,4,4,1,0,0,0,ham
26,5,5,2,0,0,0,ham
51,9,9,2,0,0,0,ham
102,18,18,3,0,0,0,ham
91,18,17,2,0,0,2,ham
25,7,7,3,0,0,0,ham
30,7,7,1,0,0,0,ham
87,13,13,3,0,0,0,ham
88,19,17,4,0,0,0,ham
85,16,16,1,0,0,0,ham
156,31,28,3,0,0,0,ham
95,17,17,1,0,0,0,ham
152,34,32,12,2,0,2,spam
4,1,1,1,0,0,0,ham
67,14,11,2,0,0,0,ham
41,11,11,31,9,0,0,ham
124,26,26,5,0,0,3,ham
80,17,16,2,0,0,1,ham
154,35,29,11,0,0,0,ham
25,5,5,1,0,0,0,ham
32,8,8,2,0,0,0,ham
